weekday,time_bin,total_flights,avg_arr_delay,med_arr_delay,perc_above_0,perc_above_15,perc_above_30,perc_above_60
2,02:00:00,79,2.4177,-8,0.2658,0.0886,0.0759,0.0380,79
2,03:00:00,79,10.7089,-1,0.4684,0.3038,0.1899,0.0886,79
2,04:00:00,75,2.9333,-5,0.3067,0.1333,0.0800,0.0667,75
2,05:00:00,8030,-2.3416,-6,0.2469,0.0648,0.0334,0.0186,8030
2,06:00:00,65658,-2.7153,-7,0.2607,0.0759,0.0378,0.0181,65658
2,07:00:00,58546,-1.8225,-6,0.2910,0.1015,0.0507,0.0218,58546
2,08:00:00,58227,-0.1386,-5,0.3161,0.1182,0.0643,0.0290,58227
2,09:00:00,51278,0.0839,-6,0.3171,0.1247,0.0682,0.0305,51278
2,10:00:00,53999,1.2924,-5,0.3412,0.1352,0.0749,0.0341,53999
2,11:00:00,55458,2.0487,-4,0.3546,0.1467,0.0828,0.0377,55458
2,12:00:00,51997,3.0454,-4,0.3680,0.1595,0.0904,0.0423,51997
2,13:00:00,55048,4.2105,-3,0.3907,0.1727,0.1002,0.0468,55048
2,14:00:00,52069,6.0004,-3,0.4112,0.1928,0.1149,0.0563,52069
2,15:00:00,51814,7.2633,-2,0.4261,0.2092,0.1281,0.0648,51814
2,16:00:00,53355,8.7464,-2,0.4444,0.2284,0.1407,0.0725,53355
2,17:00:00,58821,9.6052,-1,0.4522,0.2388,0.1513,0.0800,58821
2,18:00:00,50561,10.5940,-1,0.4693,0.2543,0.1627,0.0851,50561
2,19:00:00,53163,10.2362,-2,0.4504,0.2515,0.1656,0.0880,53163
2,20:00:00,36291,9.3787,-2,0.4440,0.2502,0.1618,0.0841,36291
2,21:00:00,26063,8.8503,-2,0.4455,0.2391,0.1509,0.0784,26063
2,22:00:00,14487,5.4971,-3,0.4150,0.2020,0.1218,0.0545,14487
2,23:00:00,4179,3.1098,-4,0.4011,0.1862,0.1029,0.0445,4179
3,00:00:00,1078,-0.3163,-5,0.3488,0.1317,0.0668,0.0297,1078
3,01:00:00,695,-3.7252,-7,0.3165,0.1022,0.0504,0.0187,695
3,02:00:00,89,-6.8652,-11,0.2584,0.1011,0.0337,0.0337,89
3,03:00:00,82,14.5854,0,0.4878,0.3537,0.2439,0.0976,82
3,04:00:00,77,-4.8182,-11,0.1948,0.0909,0.0390,0.0260,77
3,05:00:00,8284,-2.6335,-6,0.2525,0.0680,0.0375,0.0212,8284
3,06:00:00,67498,-1.8257,-6,0.2774,0.0838,0.0411,0.0208,67498
3,07:00:00,60741,-0.4449,-6,0.3104,0.1095,0.0572,0.0275,60741
3,08:00:00,60514,1.0594,-5,0.3371,0.1284,0.0701,0.0337,60514
3,09:00:00,53265,1.7870,-5,0.3443,0.1368,0.0767,0.0375,53265
3,10:00:00,56816,3.3089,-4,0.3660,0.1519,0.0873,0.0433,56816
3,11:00:00,57935,4.6274,-3,0.3917,0.1698,0.0980,0.0491,57935
3,12:00:00,53485,5.4938,-3,0.4016,0.1805,0.1079,0.0530,53485
3,13:00:00,56112,7.0512,-2,0.4289,0.2011,0.1202,0.0585,56112
3,14:00:00,53451,9.0111,-1,0.4591,0.2265,0.1361,0.0672,53451
3,15:00:00,52630,10.3016,0,0.4772,0.2436,0.1496,0.0736,52630
3,16:00:00,54128,12.3630,0,0.4909,0.2621,0.1668,0.0862,54128
3,17:00:00,59448,13.4003,1,0.5063,0.2782,0.1796,0.0948,59448
3,18:00:00,51527,15.0082,2,0.5262,0.2957,0.1932,0.1034,51527
3,19:00:00,54515,14.4968,1,0.5165,0.2980,0.1939,0.1013,54515
3,20:00:00,37316,14.3594,1,0.5151,0.3033,0.1994,0.1053,37316
3,21:00:00,27540,12.6771,1,0.5061,0.2817,0.1792,0.0921,27540
3,22:00:00,15749,7.7087,-2,0.4455,0.2247,0.1352,0.0638,15749
3,23:00:00,4937,5.0960,-2,0.4339,0.2078,0.1122,0.0478,4937
4,00:00:00,1100,0.3764,-4,0.3745,0.1482,0.0736,0.0282,1100
4,01:00:00,713,-2.4684,-8,0.3058,0.1108,0.0715,0.0337,713
4,02:00:00,90,-6.2667,-12,0.2667,0.1222,0.0556,0.0333,90
4,03:00:00,96,11.3333,0,0.5000,0.3438,0.2083,0.0938,96
4,04:00:00,103,-0.8350,-8,0.3301,0.1359,0.0874,0.0388,103
4,05:00:00,8313,-1.9793,-6,0.2714,0.0725,0.0349,0.0189,8313
4,06:00:00,67671,-2.0887,-6,0.2763,0.0821,0.0407,0.0203,67671
4,07:00:00,60704,-0.8969,-6,0.3059,0.1074,0.0567,0.0262,60704
4,08:00:00,60395,0.4518,-5,0.3332,0.1257,0.0673,0.0320,60395
4,09:00:00,53181,1.2450,-5,0.3371,0.1341,0.0760,0.0360,53181
4,10:00:00,56807,2.6654,-4,0.3670,0.1476,0.0843,0.0400,56807
4,11:00:00,57992,3.8355,-3,0.3871,0.1644,0.0929,0.0445,57992
4,12:00:00,53825,5.0880,-3,0.3989,0.1771,0.1030,0.0512,53825
4,13:00:00,56361,6.7993,-2,0.4280,0.1971,0.1170,0.0576,56361
4,14:00:00,53761,8.6652,-1,0.4522,0.2191,0.1338,0.0671,53761
4,15:00:00,52906,9.4126,-1,0.4574,0.2263,0.1401,0.0721,52906
4,16:00:00,54485,10.9720,-1,0.4678,0.2419,0.1540,0.0816,54485
4,17:00:00,59893,11.0532,-1,0.4707,0.2521,0.1608,0.0842,59893
4,18:00:00,52037,12.3049,0,0.4806,0.2670,0.1749,0.0947,52037
4,19:00:00,55209,11.6938,-1,0.4658,0.2634,0.1754,0.0952,55209
4,20:00:00,37838,11.5787,-1,0.4726,0.2715,0.1787,0.0929,37838
4,21:00:00,27880,9.9324,-1,0.4670,0.2513,0.1587,0.0805,27880
4,22:00:00,16076,6.7810,-3,0.4185,0.2047,0.1275,0.0654,16076
4,23:00:00,5123,4.8956,-4,0.4015,0.1909,0.1140,0.0564,5123
5,00:00:00,1151,1.6169,-4,0.3927,0.1651,0.0808,0.0356,1151
5,01:00:00,757,-1.9604,-8,0.3118,0.1136,0.0661,0.0251,757
5,02:00:00,99,-0.9293,-12,0.3030,0.1212,0.0808,0.0303,99
5,03:00:00,102,25.1863,-3,0.4804,0.3431,0.2451,0.1667,102
5,04:00:00,108,0.6667,-8,0.2593,0.0926,0.0556,0.0370,108
5,05:00:00,6406,-0.7185,-6,0.2880,0.0909,0.0471,0.0245,6406
5,06:00:00,54064,-2.4085,-7,0.2706,0.0876,0.0437,0.0226,54064
5,07:00:00,54816,-2.3374,-7,0.2786,0.0968,0.0504,0.0236,54816
5,08:00:00,56359,-1.1032,-6,0.3007,0.1124,0.0608,0.0282,56359
5,09:00:00,50082,-0.2874,-6,0.3200,0.1243,0.0673,0.0289,50082
5,10:00:00,53382,1.0201,-5,0.3397,0.1357,0.0758,0.0352,53382
5,11:00:00,53229,1.7627,-4,0.3550,0.1466,0.0816,0.0369,53229
5,12:00:00,50410,1.9600,-5,0.3511,0.1488,0.0850,0.0404,50410
5,13:00:00,50698,3.2000,-4,0.3685,0.1644,0.0956,0.0450,50698
5,14:00:00,48065,3.9135,-4,0.3833,0.1775,0.1043,0.0493,48065
5,15:00:00,46041,3.7933,-4,0.3773,0.1799,0.1072,0.0509,46041
5,16:00:00,46178,3.8438,-5,0.3697,0.1834,0.1113,0.0553,46178
5,17:00:00,46631,4.4426,-5,0.3796,0.1954,0.1216,0.0594,46631
5,18:00:00,37469,4.4668,-4,0.3864,0.1988,0.1225,0.0594,37469
5,19:00:00,36695,4.1667,-5,0.3722,0.1955,0.1210,0.0591,36695
5,20:00:00,21254,3.1412,-5,0.3558,0.1855,0.1147,0.0568,21254
5,21:00:00,13953,2.5379,-5,0.3567,0.1718,0.1018,0.0495,13953
5,22:00:00,12369,1.1936,-6,0.3339,0.1551,0.0926,0.0454,12369
5,23:00:00,3895,-1.1759,-7,0.3153,0.1402,0.0801,0.0331,3895
6,00:00:00,1020,-0.4990,-5,0.3627,0.1324,0.0627,0.0216,1020
6,01:00:00,659,-3.3672,-8,0.2944,0.1047,0.0577,0.0258,659
6,02:00:00,93,-6.8602,-10,0.3118,0.1075,0.0323,0.0000,93
6,03:00:00,98,7.5510,-7,0.3878,0.2143,0.1531,0.0918,98
6,04:00:00,86,-3.3256,-9,0.2674,0.1279,0.0581,0.0349,86
6,05:00:00,5171,-3.7242,-7,0.2348,0.0632,0.0302,0.0172,5171
6,06:00:00,46202,-4.0597,-8,0.2354,0.0726,0.0367,0.0187,46202
6,07:00:00,48391,-3.7428,-8,0.2512,0.0859,0.0445,0.0208,48391
6,08:00:00,54015,-2.9131,-7,0.2667,0.0960,0.0521,0.0237,54015
6,09:00:00,50069,-1.5365,-7,0.2839,0.1089,0.0619,0.0295,50069
6,10:00:00,54666,0.1296,-6,0.3132,0.1220,0.0693,0.0332,54666
6,11:00:00,56314,1.3107,-5,0.3358,0.1354,0.0766,0.0365,56314
6,12:00:00,52791,2.3815,-5,0.3477,0.1494,0.0860,0.0427,52791
6,13:00:00,54972,3.6280,-4,0.3722,0.1640,0.0967,0.0471,54972
6,14:00:00,52830,5.2706,-3,0.3974,0.1853,0.1115,0.0546,52830
6,15:00:00,51512,5.9572,-3,0.4043,0.1938,0.1186,0.0582,51512
6,16:00:00,53688,7.8677,-2,0.4233,0.2128,0.1334,0.0685,53688
6,17:00:00,58520,8.4267,-2,0.4367,0.2259,0.1423,0.0736,58520
6,18:00:00,50808,9.9248,-1,0.4559,0.2424,0.1541,0.0813,50808
6,19:00:00,53930,9.8995,-2,0.4466,0.2452,0.1591,0.0848,53930
6,20:00:00,37276,10.6570,-1,0.4562,0.2587,0.1697,0.0890,37276
6,21:00:00,27451,9.4999,-1,0.4534,0.2431,0.1574,0.0818,27451
6,22:00:00,15578,5.5268,-3,0.4120,0.2032,0.1208,0.0589,15578
6,23:00:00,4912,3.0161,-4,0.3929,0.1779,0.1028,0.0425,4912
