weekday,time_bin,total_flights,avg_arr_delay,med_arr_delay,perc_above_0,perc_above_15,perc_above_30,perc_above_60
4,11:00:00,66632,8.6169,0,0.4863,0.2243,0.1286,0.0569,66632
4,12:00:00,64671,10.3789,1,0.5041,0.2412,0.1420,0.0652,64671
4,13:00:00,64104,13.7320,2,0.5379,0.2752,0.1703,0.0835,64104
4,14:00:00,64876,15.2365,3,0.5511,0.2906,0.1843,0.0929,64876
4,15:00:00,63083,17.3703,4,0.5739,0.3196,0.2077,0.1040,63083
4,16:00:00,63557,19.0984,5,0.5847,0.3391,0.2234,0.1163,63557
4,17:00:00,70515,21.0117,6,0.6021,0.3629,0.2429,0.1297,70515
4,18:00:00,63111,21.1794,6,0.5983,0.3669,0.2491,0.1322,63111
4,19:00:00,59530,21.4406,6,0.6070,0.3751,0.2547,0.1352,59530
4,20:00:00,42568,21.6655,6,0.6113,0.3799,0.2599,0.1345,42568
4,21:00:00,33508,17.5931,5,0.5897,0.3422,0.2185,0.1101,33508
4,22:00:00,13358,12.2748,2,0.5300,0.2813,0.1719,0.0811,13358
4,23:00:00,6357,10.6741,1,0.5199,0.2651,0.1482,0.0714,6357
5,00:00:00,1501,4.0133,-2,0.4370,0.2005,0.1079,0.0426,1501
5,01:00:00,665,4.6887,-2,0.4331,0.1985,0.0992,0.0511,665
5,02:00:00,160,3.8687,-3,0.3875,0.1562,0.0750,0.0563,160
5,03:00:00,53,31.6604,6,0.5283,0.3585,0.2642,0.1321,53
5,04:00:00,76,2.9605,-7,0.3684,0.1842,0.1053,0.0921,76
5,05:00:00,5466,1.1765,-4,0.3236,0.0946,0.0494,0.0252,5466
5,06:00:00,59260,0.9411,-4,0.3348,0.1093,0.0546,0.0263,59260
5,07:00:00,61817,0.7936,-4,0.3386,0.1212,0.0624,0.0275,61817
5,08:00:00,67237,2.2370,-4,0.3709,0.1418,0.0732,0.0313,67237
5,09:00:00,60938,3.4691,-3,0.4002,0.1610,0.0840,0.0348,60938
5,10:00:00,60779,4.4119,-2,0.4126,0.1725,0.0921,0.0379,60779
5,11:00:00,61071,4.9771,-2,0.4206,0.1803,0.0977,0.0422,61071
5,12:00:00,60372,5.5876,-2,0.4241,0.1903,0.1057,0.0456,60372
5,13:00:00,58843,6.5876,-2,0.4325,0.2005,0.1175,0.0540,58843
5,14:00:00,58845,7.5121,-2,0.4380,0.2180,0.1283,0.0586,58845
5,15:00:00,55348,7.8188,-1,0.4437,0.2248,0.1357,0.0616,55348
5,16:00:00,55532,7.8714,-2,0.4357,0.2233,0.1377,0.0661,55532
5,17:00:00,58137,8.1486,-2,0.4358,0.2322,0.1451,0.0698,58137
5,18:00:00,51120,6.9772,-3,0.4184,0.2229,0.1393,0.0654,51120
5,19:00:00,42473,6.8163,-3,0.4155,0.2229,0.1393,0.0654,42473
5,20:00:00,28179,6.8994,-2,0.4223,0.2231,0.1384,0.0652,28179
5,21:00:00,22492,6.1827,-2,0.4345,0.2108,0.1230,0.0542,22492
5,22:00:00,10114,1.8591,-4,0.3682,0.1595,0.0875,0.0373,10114
5,23:00:00,5451,2.4814,-4,0.3939,0.1704,0.0899,0.0371,5451
6,00:00:00,1385,0.8477,-6,0.3307,0.1285,0.0693,0.0339,1385
6,01:00:00,627,1.9107,-4,0.3955,0.1675,0.0813,0.0319,627
6,02:00:00,147,6.5442,-3,0.3741,0.1293,0.0544,0.0340,147
6,03:00:00,53,16.5849,-1,0.4717,0.3396,0.2264,0.1321,53
6,04:00:00,77,6.3506,-7,0.3766,0.1169,0.0390,0.0130,77
6,05:00:00,4033,-0.8748,-5,0.3052,0.0813,0.0419,0.0176,4033
6,06:00:00,52461,-1.8545,-6,0.2804,0.0838,0.0407,0.0185,52461
6,07:00:00,60076,-1.4646,-6,0.2973,0.0972,0.0477,0.0200,60076
6,08:00:00,66910,-0.1839,-5,0.3252,0.1162,0.0588,0.0244,66910
6,09:00:00,64084,1.0626,-4,0.3524,0.1329,0.0680,0.0270,64084
6,10:00:00,64817,3.0817,-3,0.3948,0.1568,0.0807,0.0340,64817
6,11:00:00,65723,4.2627,-2,0.4136,0.1732,0.0916,0.0376,65723
6,12:00:00,65390,5.9619,-2,0.4360,0.1908,0.1036,0.0454,65390
6,13:00:00,64298,8.4630,0,0.4709,0.2212,0.1280,0.0577,64298
6,14:00:00,65528,10.0276,0,0.4864,0.2395,0.1415,0.0677,65528
6,15:00:00,63351,11.4387,1,0.5078,0.2599,0.1570,0.0737,63351
6,16:00:00,64130,13.3603,1,0.5192,0.2809,0.1768,0.0879,64130
6,17:00:00,71134,15.6952,3,0.5487,0.3092,0.2012,0.1021,71134
6,18:00:00,63304,16.4403,3,0.5510,0.3176,0.2078,0.1059,63304
6,19:00:00,59628,16.9276,4,0.5607,0.3277,0.2140,0.1083,59628
6,20:00:00,42646,17.0515,4,0.5657,0.3299,0.2174,0.1080,42646
6,21:00:00,33529,14.5155,3,0.5594,0.3028,0.1868,0.0860,33529
6,22:00:00,13288,10.0634,0,0.4945,0.2459,0.1461,0.0692,13288
6,23:00:00,6482,7.1973,0,0.4852,0.2348,0.1222,0.0478,6482
