year,dest,origin,count,avg_arr_delay,arr_wheels_up
2011,ATL,BOS,5386,5.651900,138.520400
2011,ATL,BWI,6070,2.581900,87.853000
2011,ATL,CLT,7098,4.065400,43.584700
2011,ATL,DEN,5484,4.312700,143.929800
2011,ATL,DFW,9246,4.588600,97.572600
2011,ATL,DTW,5065,1.621100,91.654300
2011,ATL,EWR,4681,10.526600,112.102300
2011,ATL,IAH,4901,9.051000,94.672500
2011,ATL,JFK,2203,-0.802100,111.463900
2011,ATL,LAS,4138,-2.487000,202.102700
2011,ATL,LAX,4884,1.904800,224.363200
2011,ATL,LGA,10416,7.561300,112.268800
2011,ATL,MCO,8957,4.984100,64.071100
2011,ATL,MSP,5639,0.123100,119.092600
2011,ATL,ORD,7257,11.445800,86.816200
2011,ATL,PHX,3973,-2.233300,185.115000
2011,ATL,SEA,2807,0.449200,250.586000
2011,ATL,SFO,3224,0.235400,243.488800
2011,ATL,SLC,2864,0.864900,185.813500
2011,BOS,ATL,5434,4.830900,121.682400
2011,BOS,BWI,6520,9.648300,60.445900
2011,BOS,CLT,3827,11.568900,100.611400
2011,BOS,DEN,2600,5.599600,202.749200
2011,BOS,DFW,2631,12.972300,186.846800
2011,BOS,DTW,1874,3.881000,84.884200
2011,BOS,EWR,3772,13.781000,40.818400
2011,BOS,IAH,1719,6.559000,196.086100
2011,BOS,JFK,3885,11.959600,39.257400
2011,BOS,LAS,869,5.356700,269.234800
2011,BOS,LAX,2375,5.026100,295.182700
2011,BOS,LGA,9866,0.852600,37.610000
2011,BOS,MCO,3559,12.328500,147.166600
2011,BOS,MSP,1708,2.176200,137.274600
2011,BOS,ORD,6286,12.178200,108.225100
2011,BOS,PHX,1877,1.367600,263.062300
2011,BOS,SEA,978,2.135000,286.664600
2011,BOS,SFO,2855,7.377200,302.237800
2011,BOS,SLC,433,2.990800,240.642000
2011,BWI,ATL,6073,4.205300,80.821800
2011,BWI,BOS,6521,9.469600,66.815100
2011,BWI,CLT,3696,7.899400,57.974800
2011,BWI,DEN,2508,0.000400,174.000000
2011,BWI,DFW,2120,8.857500,150.544300
2011,BWI,DTW,3191,3.513600,66.313700
2011,BWI,EWR,964,14.105800,36.567400
2011,BWI,IAH,1302,0.627500,154.417800
2011,BWI,JFK,334,-0.967100,39.320400
2011,BWI,LAS,1238,1.934600,244.031500
2011,BWI,LAX,1191,-0.118400,270.873200
2011,BWI,LGA,1062,10.102600,40.054600
2011,BWI,MCO,4386,4.199500,108.597800
2011,BWI,MSP,985,3.089300,119.467000
2011,BWI,ORD,3157,8.264800,87.183700
2011,BWI,PHX,1951,-0.979000,231.963100
2011,BWI,SEA,332,4.222900,273.451800
2011,BWI,SFO,520,9.130800,276.471200
2011,BWI,SLC,1032,-5.346900,215.893400
2011,CLT,ATL,7087,4.109600,42.254800
2011,CLT,BOS,3818,8.017800,113.577500
2011,CLT,BWI,3690,6.015200,62.088600
2011,CLT,DEN,1739,1.590000,159.052300
2011,CLT,DFW,4922,7.818800,120.724500
2011,CLT,DTW,3195,3.568100,78.307700
2011,CLT,EWR,4771,6.004600,84.110500
2011,CLT,IAH,4656,6.404900,120.941800
2011,CLT,JFK,2035,9.860400,85.010800
2011,CLT,LAS,1701,1.707200,221.573200
2011,CLT,LAX,1679,5.444300,247.715900
2011,CLT,LGA,4746,5.132700,86.418200
2011,CLT,MCO,3341,6.295400,76.297500
2011,CLT,MSP,1348,0.468800,118.724800
2011,CLT,ORD,6237,9.985900,84.319700
2011,CLT,PHX,2707,2.974500,206.906200
2011,CLT,SEA,675,7.603000,263.961500
2011,CLT,SFO,1608,5.069700,263.478900
2011,DEN,ATL,5375,1.138800,169.898200
2011,DEN,BOS,2574,0.644500,246.828700
2011,DEN,BWI,2530,-1.836000,212.912300
2011,DEN,CLT,1747,7.163700,191.475700
2011,DEN,DFW,6344,6.581800,97.019500
2011,DEN,DTW,2888,1.336900,161.627100
2011,DEN,EWR,2583,4.532700,224.900100
2011,DEN,IAH,3610,7.441800,121.500600
2011,DEN,JFK,708,4.576300,227.700600
2011,DEN,LAS,7599,2.929700,84.306500
2011,DEN,LAX,8741,3.975900,110.872100
2011,DEN,LGA,2241,7.152600,227.523000
