year,dest,origin,count,avg_arr_delay,arr_wheels_up
2008,ATL,BOS,5878,10.116900,141.099200
2008,ATL,BWI,5896,9.365200,90.035100
2008,ATL,CLT,6589,10.442900,45.007000
2008,ATL,DEN,5851,5.135400,145.582300
2008,ATL,DFW,9614,10.544200,99.947400
2008,ATL,DTW,5546,11.628400,95.772300
2008,ATL,EWR,7821,19.349700,112.699300
2008,ATL,IAH,4874,12.862300,96.288900
2008,ATL,JFK,2246,10.135800,113.384700
2008,ATL,LAS,4717,3.243400,204.629000
2008,ATL,LAX,5358,4.051900,227.118700
2008,ATL,LGA,10042,12.869000,115.055900
2008,ATL,MCO,9538,8.969300,67.336900
2008,ATL,MSP,5301,7.240000,122.523300
2008,ATL,ORD,7147,16.256600,89.150600
2008,ATL,PHX,4576,-0.087000,186.714400
2008,ATL,SEA,2550,2.179200,252.622700
2008,ATL,SFO,3071,2.591000,246.366300
2008,ATL,SLC,2840,3.633500,187.441200
2008,BOS,ATL,5898,9.559900,123.256900
2008,BOS,BWI,4657,8.521600,61.379200
2008,BOS,CLT,3503,8.229200,100.206100
2008,BOS,DEN,2176,14.033500,201.708200
2008,BOS,DFW,2906,11.319000,189.711300
2008,BOS,DTW,2333,15.699500,85.151300
2008,BOS,EWR,3739,19.580600,41.325500
2008,BOS,IAH,1795,10.563800,197.905300
2008,BOS,JFK,7179,14.094200,39.607700
2008,BOS,LAS,1364,1.669400,269.743400
2008,BOS,LAX,2410,7.240200,295.965100
2008,BOS,LGA,11215,-0.113200,37.731100
2008,BOS,MCO,3431,9.679700,147.965300
2008,BOS,MSP,1553,9.148100,138.146200
2008,BOS,ORD,6792,17.434600,109.564800
2008,BOS,PHX,1059,0.620400,262.865000
2008,BOS,SEA,965,0.977200,286.435200
2008,BOS,SFO,2553,9.712100,304.083000
2008,BOS,SLC,701,3.298100,242.124100
2008,BWI,ATL,5929,10.314900,80.609200
2008,BWI,BOS,4645,8.419200,67.268700
2008,BWI,CLT,3651,7.108200,57.357700
2008,BWI,DEN,2638,8.829000,176.041300
2008,BWI,DFW,2256,6.944600,149.437900
2008,BWI,DTW,3076,9.123900,66.725600
2008,BWI,EWR,490,15.628600,37.528600
2008,BWI,IAH,1711,4.948600,154.475700
2008,BWI,JFK,1054,8.736200,39.217300
2008,BWI,LAS,1619,2.552200,241.412000
2008,BWI,LAX,882,8.663300,271.620200
2008,BWI,MCO,4868,4.150400,107.614800
2008,BWI,MSP,1012,8.132400,120.213400
2008,BWI,ORD,3444,13.084500,86.170700
2008,BWI,PHX,2094,-1.192000,231.993800
2008,BWI,SEA,240,13.125000,273.183300
2008,BWI,SFO,358,14.352000,277.575400
2008,BWI,SLC,724,-0.044200,218.339800
2008,CLT,ATL,6582,10.042400,43.568100
2008,CLT,BOS,3471,5.836400,113.996000
2008,CLT,BWI,3605,5.946500,63.374500
2008,CLT,DEN,1907,3.468800,161.155200
2008,CLT,DFW,3709,3.604200,121.192500
2008,CLT,DTW,2667,8.739800,81.151500
2008,CLT,EWR,5707,13.066400,85.846900
2008,CLT,IAH,3627,8.977900,121.639600
2008,CLT,JFK,1746,14.844800,87.355700
2008,CLT,LAS,1704,2.777600,219.805800
2008,CLT,LAX,1451,-0.068200,247.376300
