weekday,time_bin,total_flights,avg_arr_delay,med_arr_delay,perc_above_0,perc_above_15,perc_above_30,perc_above_60
1,07:00:00,67515,0.4160,-3,0.3515,0.1143,0.0553,0.0203,67515
1,08:00:00,71317,1.4281,-3,0.3806,0.1340,0.0646,0.0230,71317
1,09:00:00,68813,2.0991,-3,0.3870,0.1452,0.0734,0.0264,68813
1,10:00:00,59555,2.2470,-3,0.3863,0.1472,0.0752,0.0276,59555
1,11:00:00,64967,3.0254,-3,0.3931,0.1561,0.0813,0.0311,64967
1,12:00:00,62340,3.0725,-3,0.3886,0.1593,0.0843,0.0335,62340
1,13:00:00,67216,4.8849,-2,0.4128,0.1786,0.1005,0.0431,67216
1,14:00:00,60620,6.1603,-2,0.4289,0.1922,0.1109,0.0500,60620
1,15:00:00,65891,8.0273,-1,0.4488,0.2132,0.1293,0.0592,65891
1,16:00:00,60505,8.6698,0,0.4583,0.2214,0.1346,0.0633,60505
1,17:00:00,71883,11.8370,0,0.4870,0.2619,0.1694,0.0856,71883
1,18:00:00,62892,11.4378,0,0.4764,0.2565,0.1676,0.0847,62892
1,19:00:00,56090,11.7504,0,0.4750,0.2604,0.1720,0.0874,56090
1,20:00:00,46399,10.5828,0,0.4581,0.2447,0.1627,0.0820,46399
1,21:00:00,30309,9.0572,-1,0.4455,0.2300,0.1496,0.0724,30309
1,22:00:00,16160,6.0487,-2,0.4156,0.1903,0.1164,0.0546,16160
1,23:00:00,6180,2.8204,-3,0.3951,0.1621,0.0893,0.0382,6180
2,00:00:00,1286,1.5132,-4,0.3717,0.1330,0.0669,0.0311,1286
2,01:00:00,764,-1.8325,-6,0.3037,0.1073,0.0537,0.0236,764
2,02:00:00,133,0.6165,-8,0.3083,0.1278,0.0451,0.0226,133
2,03:00:00,9,-3.3333,-2,0.3333,0.1111,0.1111,0.0000,9
2,04:00:00,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0
2,05:00:00,7934,-1.8598,-6,0.2753,0.0710,0.0338,0.0181,7934
2,06:00:00,63678,-1.3339,-5,0.3071,0.0816,0.0351,0.0150,63678
2,07:00:00,67509,-0.0176,-4,0.3426,0.1066,0.0488,0.0183,67509
2,08:00:00,71359,1.1528,-3,0.3738,0.1278,0.0611,0.0233,71359
2,09:00:00,68890,2.1024,-3,0.3830,0.1411,0.0710,0.0273,68890
2,10:00:00,60011,2.3776,-3,0.3840,0.1436,0.0732,0.0293,60011
2,11:00:00,65412,3.2812,-2,0.4033,0.1532,0.0796,0.0321,65412
2,12:00:00,62623,3.9816,-2,0.4021,0.1625,0.0865,0.0369,62623
2,13:00:00,67382,6.0362,-1,0.4362,0.1868,0.1038,0.0450,67382
2,14:00:00,60462,8.0837,-1,0.4539,0.2076,0.1203,0.0550,60462
2,15:00:00,65975,10.2793,0,0.4805,0.2358,0.1421,0.0666,65975
2,16:00:00,60340,11.5649,0,0.4901,0.2449,0.1501,0.0752,60340
2,17:00:00,71904,14.8312,1,0.5188,0.2874,0.1868,0.0995,71904
2,18:00:00,62920,14.5238,1,0.5179,0.2854,0.1872,0.0977,62920
2,19:00:00,56448,14.7203,1,0.5069,0.2861,0.1914,0.1024,56448
2,20:00:00,46500,13.1594,0,0.4889,0.2673,0.1782,0.0928,46500
2,21:00:00,30380,11.3485,0,0.4722,0.2512,0.1642,0.0845,30380
2,22:00:00,16201,7.4959,-1,0.4449,0.2126,0.1283,0.0619,16201
2,23:00:00,6204,4.6148,-2,0.4225,0.1850,0.1040,0.0458,6204
3,00:00:00,1352,2.1538,-3,0.3913,0.1494,0.0806,0.0311,1352
3,01:00:00,780,0.7692,-5,0.3603,0.1462,0.0679,0.0295,780
3,02:00:00,135,0.9852,-7,0.3333,0.2000,0.1037,0.0444,135
3,03:00:00,9,-0.7778,-7,0.4444,0.1111,0.1111,0.0000,9
3,04:00:00,0,0.0000,0,0.0000,0.0000,0.0000,0.0000,0
3,05:00:00,8034,-0.7769,-5,0.3079,0.0927,0.0452,0.0217,8034
3,06:00:00,64944,-0.3666,-4,0.3241,0.0924,0.0421,0.0180,64944
3,07:00:00,69202,1.0728,-3,0.3569,0.1174,0.0575,0.0237,69202
3,08:00:00,73577,2.2287,-2,0.3921,0.1380,0.0668,0.0264,73577
3,09:00:00,70523,2.8360,-2,0.4018,0.1500,0.0743,0.0282,70523
3,10:00:00,62871,3.5344,-2,0.4114,0.1569,0.0830,0.0328,62871
3,11:00:00,68242,4.4142,-1,0.4286,0.1670,0.0873,0.0350,68242
3,12:00:00,64779,5.3775,-2,0.4279,0.1802,0.0989,0.0433,64779
3,13:00:00,68461,7.6781,0,0.4651,0.2063,0.1168,0.0525,68461
3,14:00:00,61835,9.3386,0,0.4783,0.2215,0.1302,0.0612,61835
3,15:00:00,67105,10.9957,0,0.4982,0.2438,0.1468,0.0702,67105
3,16:00:00,61115,12.0957,1,0.5178,0.2539,0.1547,0.0771,61115
3,17:00:00,72844,15.2033,2,0.5389,0.2947,0.1904,0.0976,72844
3,18:00:00,63712,15.5691,3,0.5487,0.3013,0.1931,0.0977,63712
3,19:00:00,57334,15.9400,3,0.5496,0.3051,0.1974,0.1018,57334
3,20:00:00,47199,15.1181,2,0.5325,0.2924,0.1915,0.1006,47199
3,21:00:00,30834,14.0130,1,0.5170,0.2825,0.1832,0.0923,30834
3,22:00:00,16560,9.7806,0,0.4874,0.2285,0.1374,0.0673,16560
3,23:00:00,6381,8.1559,0,0.4786,0.2221,0.1269,0.0574,6381
4,00:00:00,1410,4.0879,-1,0.4525,0.1908,0.0965,0.0319,1410
4,01:00:00,806,1.6476,-3,0.4107,0.1501,0.0645,0.0335,806
4,02:00:00,135,-2.7259,-7,0.3333,0.1556,0.0667,0.0222,135
4,03:00:00,10,-3.4000,-15,0.3000,0.2000,0.2000,0.0000,10
4,04:00:00,6,-7.0000,-11,0.1667,0.1667,0.0000,0.0000,6
4,05:00:00,7960,-0.3283,-5,0.3104,0.0835,0.0410,0.0227,7960
4,06:00:00,64577,-0.0215,-4,0.3301,0.0942,0.0419,0.0178,64577
4,07:00:00,68868,1.2058,-3,0.3614,0.1192,0.0570,0.0230,68868
4,08:00:00,73640,2.3971,-2,0.3927,0.1424,0.0692,0.0262,73640
4,09:00:00,70663,3.1500,-2,0.4119,0.1507,0.0745,0.0279,70663
4,10:00:00,62988,4.1803,-1,0.4315,0.1667,0.0845,0.0331,62988
4,11:00:00,68467,4.8244,-1,0.4424,0.1748,0.0895,0.0343,68467
4,12:00:00,65042,5.8904,-1,0.4514,0.1886,0.0984,0.0408,65042
4,13:00:00,68659,8.4051,0,0.4882,0.2144,0.1192,0.0531,68659
4,14:00:00,62139,10.2188,1,0.5082,0.2371,0.1384,0.0628,62139
4,15:00:00,67491,11.7507,2,0.5252,0.2630,0.1581,0.0731,67491
4,16:00:00,61383,12.3025,2,0.5334,0.2684,0.1606,0.0765,61383
4,17:00:00,73132,14.7249,3,0.5526,0.3046,0.1946,0.0939,73132
4,18:00:00,63844,14.7937,3,0.5458,0.3036,0.1945,0.0949,63844
4,19:00:00,57380,14.9162,3,0.5465,0.3109,0.2012,0.0980,57380
4,20:00:00,47372,13.9599,3,0.5404,0.3025,0.1944,0.0926,47372
4,21:00:00,31220,12.1559,2,0.5225,0.2818,0.1763,0.0817,31220
4,22:00:00,16631,7.2133,0,0.4743,0.2197,0.1227,0.0476,16631
4,23:00:00,6387,6.3559,-1,0.4638,0.2051,0.1116,0.0487,6387
5,00:00:00,1470,1.0129,-3,0.4014,0.1449,0.0694,0.0286,1470
5,01:00:00,818,1.4156,-2,0.4108,0.1516,0.0697,0.0196,818
5,02:00:00,144,-2.5694,-8,0.3472,0.1806,0.0694,0.0278,144
5,03:00:00,10,-9.3000,-9,0.2000,0.0000,0.0000,0.0000,10
5,04:00:00,8,-9.1250,-11,0.1250,0.0000,0.0000,0.0000,8
5,05:00:00,7328,-1.1647,-6,0.2957,0.0869,0.0435,0.0231,7328
5,06:00:00,52975,-0.2098,-5,0.3239,0.1028,0.0496,0.0219,52975
5,07:00:00,58308,0.0243,-5,0.3258,0.1134,0.0557,0.0230,58308
5,08:00:00,67639,1.0804,-4,0.3593,0.1288,0.0642,0.0262,67639
5,09:00:00,63958,1.9364,-3,0.3721,0.1378,0.0706,0.0280,63958
5,10:00:00,57594,2.2181,-3,0.3813,0.1431,0.0740,0.0289,57594
5,11:00:00,61666,2.7622,-2,0.3959,0.1495,0.0752,0.0293,61666
5,12:00:00,60770,2.8549,-3,0.3878,0.1522,0.0803,0.0332,60770
5,13:00:00,62030,3.6637,-3,0.3988,0.1680,0.0902,0.0378,62030
5,14:00:00,54904,4.4541,-3,0.4006,0.1769,0.1005,0.0433,54904
5,15:00:00,58396,4.8399,-3,0.4050,0.1879,0.1086,0.0482,58396
5,16:00:00,53123,4.0169,-3,0.3934,0.1795,0.1010,0.0431,53123
5,17:00:00,61086,4.3618,-3,0.3933,0.1935,0.1158,0.0508,61086
5,18:00:00,52107,3.8679,-4,0.3848,0.1865,0.1082,0.0460,52107
5,19:00:00,40055,3.5293,-4,0.3767,0.1846,0.1099,0.0493,40055
5,20:00:00,33363,2.6676,-4,0.3669,0.1669,0.0998,0.0445,33363
5,21:00:00,21051,1.7603,-5,0.3563,0.1579,0.0903,0.0374,21051
5,22:00:00,12088,-0.5740,-5,0.3368,0.1276,0.0627,0.0226,12088
5,23:00:00,5846,-0.1461,-5,0.3524,0.1401,0.0653,0.0253,5846
6,00:00:00,1393,-0.6353,-5,0.3410,0.1299,0.0553,0.0187,1393
6,01:00:00,783,-1.5287,-5,0.3295,0.0907,0.0409,0.0128,783
6,02:00:00,134,-4.8507,-12,0.2612,0.1194,0.0821,0.0299,134
6,03:00:00,11,-9.7273,-13,0.3636,0.0909,0.0000,0.0000,11
6,04:00:00,9,-7.8889,-14,0.1111,0.1111,0.1111,0.1111,9
6,05:00:00,6500,-3.3068,-7,0.2582,0.0742,0.0332,0.0174,6500
6,06:00:00,46255,-2.4559,-6,0.2759,0.0797,0.0368,0.0164,46255
6,07:00:00,53382,-1.9362,-6,0.2806,0.0897,0.0449,0.0208,53382
6,08:00:00,66822,-0.7029,-5,0.3202,0.1103,0.0546,0.0222,66822
6,09:00:00,65234,0.1399,-5,0.3304,0.1165,0.0584,0.0235,65234
6,10:00:00,60301,1.5900,-4,0.3566,0.1315,0.0673,0.0286,60301
6,11:00:00,64625,2.9881,-3,0.3895,0.1468,0.0752,0.0318,64625
6,12:00:00,63341,3.8401,-2,0.4006,0.1618,0.0847,0.0350,63341
6,13:00:00,66523,5.5488,-2,0.4328,0.1831,0.1007,0.0431,66523
6,14:00:00,59863,7.4118,-1,0.4541,0.2069,0.1174,0.0526,59863
6,15:00:00,65459,8.9698,0,0.4779,0.2262,0.1344,0.0611,65459
6,16:00:00,59618,10.5333,0,0.4892,0.2406,0.1455,0.0700,59618
6,17:00:00,71322,12.9759,1,0.5149,0.2761,0.1751,0.0859,71322
6,18:00:00,62365,13.7740,2,0.5218,0.2838,0.1800,0.0892,62365
6,19:00:00,55675,14.4318,2,0.5336,0.2974,0.1911,0.0926,55675
6,20:00:00,46753,13.8514,2,0.5256,0.2899,0.1871,0.0906,46753
6,21:00:00,30427,12.9150,1,0.5199,0.2788,0.1754,0.0838,30427
6,22:00:00,16363,8.5253,0,0.4694,0.2171,0.1256,0.0590,16363
6,23:00:00,6247,6.1389,-1,0.4465,0.2015,0.1100,0.0485,6247
