weekday,time_bin,total_flights,avg_arr_delay,med_arr_delay,perc_above_0,perc_above_15,perc_above_30,perc_above_60
1,17:00:00,61436,7.1937,-3,0.4212,0.2220,0.1385,0.0675,61436
1,18:00:00,55453,7.6980,-3,0.4214,0.2287,0.1471,0.0742,55453
1,19:00:00,55638,7.7781,-3,0.4181,0.2300,0.1496,0.0752,55638
1,20:00:00,35406,7.7299,-3,0.4256,0.2349,0.1496,0.0732,35406
1,21:00:00,26154,6.2298,-4,0.3976,0.2072,0.1310,0.0670,26154
1,22:00:00,11273,2.6097,-5,0.3689,0.1738,0.1007,0.0494,11273
1,23:00:00,3156,-0.6290,-6,0.3432,0.1641,0.0909,0.0434,3156
2,00:00:00,956,-0.8368,-6,0.3054,0.1046,0.0649,0.0293,956
2,01:00:00,543,-2.5506,-8,0.2818,0.0921,0.0497,0.0239,543
2,02:00:00,124,5.0968,0,0.4839,0.1774,0.1048,0.0403,124
2,03:00:00,49,4.8980,-5,0.3469,0.2245,0.1633,0.0816,49
2,04:00:00,48,7.7500,0,0.4792,0.1667,0.1250,0.0625,48
2,05:00:00,8406,-2.9571,-7,0.2479,0.0720,0.0397,0.0228,8406
2,06:00:00,66936,-2.7365,-7,0.2671,0.0801,0.0389,0.0195,66936
2,07:00:00,65306,-1.3127,-6,0.3042,0.1021,0.0520,0.0241,65306
2,08:00:00,63776,-0.5112,-5,0.3226,0.1222,0.0645,0.0280,63776
2,09:00:00,56902,-0.2480,-5,0.3199,0.1264,0.0683,0.0307,56902
2,10:00:00,58764,1.1289,-5,0.3413,0.1403,0.0788,0.0358,58764
2,11:00:00,59023,1.9504,-5,0.3565,0.1493,0.0831,0.0383,59023
2,12:00:00,57042,3.0975,-4,0.3657,0.1631,0.0949,0.0448,57042
2,13:00:00,60113,4.1973,-4,0.3851,0.1740,0.1011,0.0476,60113
2,14:00:00,56191,5.6319,-3,0.4084,0.1932,0.1155,0.0548,56191
2,15:00:00,56602,7.2615,-2,0.4343,0.2152,0.1308,0.0638,56602
2,16:00:00,59374,8.2667,-2,0.4393,0.2246,0.1387,0.0688,59374
2,17:00:00,62166,9.3719,-1,0.4535,0.2466,0.1545,0.0780,62166
2,18:00:00,56468,9.7068,-2,0.4535,0.2524,0.1621,0.0833,56468
2,19:00:00,56753,9.8429,-2,0.4469,0.2530,0.1681,0.0860,56753
2,20:00:00,35760,10.3716,-1,0.4644,0.2675,0.1744,0.0868,35760
2,21:00:00,27338,7.5420,-2,0.4312,0.2295,0.1460,0.0708,27338
2,22:00:00,12400,2.4503,-4,0.3749,0.1746,0.1026,0.0452,12400
2,23:00:00,3352,0.8225,-5,0.3696,0.1712,0.0955,0.0447,3352
3,00:00:00,1079,0.9537,-5,0.3522,0.1325,0.0816,0.0324,1079
3,01:00:00,662,-2.5785,-6,0.3278,0.1088,0.0423,0.0196,662
3,02:00:00,133,4.1579,-3,0.4135,0.1504,0.0827,0.0376,133
3,03:00:00,49,5.0816,-5,0.3673,0.2041,0.0816,0.0612,49
3,04:00:00,53,6.0755,-2,0.4151,0.2075,0.1321,0.0566,53
3,05:00:00,8524,-3.1796,-7,0.2590,0.0696,0.0367,0.0190,8524
3,06:00:00,67611,-2.4641,-6,0.2723,0.0826,0.0395,0.0189,67611
3,07:00:00,66533,-1.2717,-5,0.3047,0.1039,0.0526,0.0236,66533
3,08:00:00,65225,-0.7025,-5,0.3247,0.1173,0.0589,0.0258,65225
3,09:00:00,58513,-0.2344,-5,0.3302,0.1273,0.0659,0.0274,58513
3,10:00:00,60668,0.9518,-5,0.3481,0.1381,0.0736,0.0315,60668
3,11:00:00,61119,1.9429,-4,0.3635,0.1516,0.0828,0.0352,61119
3,12:00:00,58176,2.9888,-4,0.3827,0.1639,0.0911,0.0394,58176
3,13:00:00,60252,4.7471,-3,0.4069,0.1828,0.1052,0.0471,60252
3,14:00:00,56761,6.6682,-2,0.4339,0.2068,0.1194,0.0561,56761
3,15:00:00,56884,8.8873,-1,0.4632,0.2295,0.1406,0.0673,56884
3,16:00:00,59243,9.6868,-1,0.4703,0.2419,0.1484,0.0722,59243
3,17:00:00,62083,11.0940,0,0.4889,0.2651,0.1679,0.0832,62083
3,18:00:00,56319,11.6652,0,0.4912,0.2740,0.1754,0.0880,56319
3,19:00:00,56659,11.8097,0,0.4949,0.2772,0.1792,0.0887,56659
3,20:00:00,35801,12.0799,1,0.5077,0.2876,0.1834,0.0906,35801
3,21:00:00,27308,8.7633,-1,0.4600,0.2440,0.1544,0.0739,27308
3,22:00:00,12688,4.5997,-3,0.4138,0.1929,0.1168,0.0579,12688
3,23:00:00,3697,2.2267,-4,0.3836,0.1815,0.1068,0.0481,3697
4,00:00:00,1126,-0.7291,-5,0.3597,0.1270,0.0604,0.0178,1126
4,01:00:00,693,-2.2338,-8,0.2872,0.1154,0.0519,0.0202,693
4,02:00:00,154,9.7468,-4,0.4221,0.2208,0.1104,0.0649,154
4,03:00:00,52,8.9423,-6,0.4615,0.2500,0.1346,0.0962,52
4,04:00:00,66,10.0909,-1,0.4545,0.2424,0.1818,0.0909,66
4,05:00:00,8590,-2.4799,-6,0.2668,0.0750,0.0396,0.0189,8590
4,06:00:00,67699,-2.5351,-6,0.2708,0.0813,0.0391,0.0190,67699
4,07:00:00,66874,-1.3072,-6,0.3028,0.1027,0.0516,0.0226,66874
4,08:00:00,66120,-0.7016,-5,0.3218,0.1162,0.0597,0.0264,66120
4,09:00:00,59228,0.1303,-5,0.3283,0.1270,0.0692,0.0311,59228
4,10:00:00,61629,1.8070,-4,0.3564,0.1459,0.0809,0.0360,61629
4,11:00:00,62145,2.9584,-4,0.3773,0.1591,0.0888,0.0404,62145
4,12:00:00,59338,4.2010,-3,0.3893,0.1727,0.0991,0.0461,59338
4,13:00:00,61352,6.0490,-3,0.4180,0.1942,0.1155,0.0541,61352
4,14:00:00,57848,7.4726,-2,0.4426,0.2161,0.1277,0.0608,57848
4,15:00:00,57847,9.0201,-1,0.4608,0.2335,0.1425,0.0688,57847
4,16:00:00,60409,10.0682,-1,0.4642,0.2451,0.1534,0.0774,60409
4,17:00:00,62773,11.1001,-1,0.4731,0.2608,0.1682,0.0858,62773
4,18:00:00,57084,11.7251,-1,0.4743,0.2662,0.1760,0.0927,57084
4,19:00:00,57052,12.3378,-1,0.4763,0.2742,0.1807,0.0958,57052
4,20:00:00,36187,12.9160,0,0.4918,0.2841,0.1879,0.0971,36187
4,21:00:00,27515,10.1647,-2,0.4486,0.2478,0.1626,0.0856,27515
4,22:00:00,12931,6.4730,-3,0.4088,0.2069,0.1337,0.0689,12931
4,23:00:00,4005,2.4397,-5,0.3753,0.1910,0.1134,0.0504,4005
5,00:00:00,1089,1.3893,-5,0.3728,0.1488,0.0735,0.0358,1089
5,01:00:00,711,-3.1125,-7,0.2940,0.1224,0.0549,0.0239,711
5,02:00:00,150,2.4267,-4,0.4067,0.1733,0.1133,0.0333,150
5,03:00:00,55,5.2000,-5,0.4000,0.2182,0.1455,0.0545,55
5,04:00:00,62,2.7581,-2,0.4677,0.1774,0.0645,0.0323,62
5,05:00:00,6912,-1.8783,-7,0.2682,0.0797,0.0391,0.0233,6912
5,06:00:00,53344,-2.3222,-7,0.2753,0.0920,0.0471,0.0236,53344
5,07:00:00,55195,-2.0785,-7,0.2838,0.1000,0.0525,0.0240,55195
5,08:00:00,60094,-1.6772,-6,0.2962,0.1096,0.0582,0.0256,60094
5,09:00:00,53156,-0.4944,-6,0.3180,0.1234,0.0668,0.0300,53156
5,10:00:00,56029,1.0758,-5,0.3467,0.1422,0.0773,0.0350,56029
5,11:00:00,54992,1.4689,-5,0.3478,0.1484,0.0824,0.0378,54992
5,12:00:00,53052,2.3872,-5,0.3594,0.1606,0.0917,0.0430,53052
5,13:00:00,53854,3.1548,-5,0.3669,0.1685,0.1000,0.0478,53854
5,14:00:00,50613,3.6213,-4,0.3794,0.1806,0.1055,0.0492,50613
5,15:00:00,48367,3.5085,-4,0.3808,0.1848,0.1082,0.0497,48367
5,16:00:00,49488,3.2994,-5,0.3657,0.1824,0.1101,0.0528,49488
5,17:00:00,47610,2.9979,-5,0.3671,0.1853,0.1121,0.0542,47610
5,18:00:00,42503,2.9117,-5,0.3711,0.1910,0.1150,0.0543,42503
5,19:00:00,36967,3.4602,-5,0.3721,0.1919,0.1162,0.0547,36967
5,20:00:00,21080,1.5133,-6,0.3415,0.1735,0.1056,0.0500,21080
5,21:00:00,17156,1.5487,-5,0.3479,0.1660,0.0975,0.0437,17156
5,22:00:00,10331,-1.9239,-7,0.3110,0.1296,0.0706,0.0322,10331
5,23:00:00,3345,-4.2356,-9,0.2900,0.1244,0.0610,0.0251,3345
6,00:00:00,1056,-2.4782,-7,0.3030,0.1259,0.0672,0.0208,1056
6,01:00:00,599,-4.1903,-7,0.3022,0.0835,0.0351,0.0150,599
6,02:00:00,146,-1.1096,-4,0.3836,0.1438,0.0548,0.0137,146
6,03:00:00,55,0.1455,-7,0.3091,0.0909,0.0545,0.0545,55
6,04:00:00,57,14.8421,3,0.5789,0.2281,0.1404,0.1053,57
6,05:00:00,6012,-3.9947,-8,0.2339,0.0715,0.0403,0.0220,6012
6,06:00:00,49109,-3.9009,-8,0.2503,0.0811,0.0404,0.0194,49109
6,07:00:00,51743,-3.4689,-8,0.2650,0.0927,0.0463,0.0215,51743
6,08:00:00,58810,-2.7895,-7,0.2805,0.1036,0.0532,0.0242,58810
6,09:00:00,54552,-1.7649,-7,0.2924,0.1133,0.0613,0.0277,54552
6,10:00:00,58805,0.0926,-6,0.3218,0.1288,0.0714,0.0333,58805
6,11:00:00,59524,1.1983,-5,0.3456,0.1426,0.0801,0.0364,59524
6,12:00:00,57666,2.5218,-5,0.3589,0.1561,0.0885,0.0412,57666
6,13:00:00,59163,4.4343,-4,0.3862,0.1755,0.1052,0.0513,59163
6,14:00:00,55905,5.9859,-3,0.4074,0.1953,0.1179,0.0594,55905
6,15:00:00,56046,7.4541,-2,0.4296,0.2131,0.1305,0.0658,56046
6,16:00:00,58737,8.6268,-2,0.4409,0.2292,0.1439,0.0724,58737
6,17:00:00,61220,9.1068,-2,0.4488,0.2391,0.1496,0.0770,61220
6,18:00:00,55954,9.9603,-1,0.4649,0.2510,0.1603,0.0832,55954
6,19:00:00,56263,10.9068,-1,0.4750,0.2658,0.1734,0.0867,56263
6,20:00:00,36127,11.5663,0,0.4879,0.2775,0.1806,0.0899,36127
6,21:00:00,27275,8.8884,-1,0.4553,0.2418,0.1525,0.0753,27275
6,22:00:00,12951,5.2484,-3,0.4094,0.2052,0.1254,0.0609,12951
6,23:00:00,3855,2.3704,-4,0.3868,0.1883,0.1134,0.0490,3855
