weekday,time_bin,total_flights,avg_arr_delay,med_arr_delay,perc_above_0,perc_above_15,perc_above_30,perc_above_60
2,13:00:00,66880,6.7730,-2,0.4281,0.2038,0.1210,0.0552,66880
2,14:00:00,62055,7.9800,-2,0.4418,0.2161,0.1292,0.0615,62055
2,15:00:00,60601,8.7645,-1,0.4495,0.2254,0.1398,0.0679,60601
2,16:00:00,65548,10.1349,-1,0.4562,0.2394,0.1535,0.0779,65548
2,17:00:00,66190,11.9399,-1,0.4728,0.2591,0.1692,0.0895,66190
2,18:00:00,60459,12.8958,0,0.4772,0.2718,0.1805,0.0980,60459
2,19:00:00,57994,11.8360,-1,0.4698,0.2610,0.1723,0.0890,57994
2,20:00:00,40020,12.5525,0,0.4777,0.2660,0.1769,0.0942,40020
2,21:00:00,36323,10.7840,-1,0.4632,0.2487,0.1605,0.0805,36323
2,22:00:00,12298,5.7821,-3,0.4121,0.2011,0.1231,0.0594,12298
2,23:00:00,4352,4.0092,-5,0.3817,0.1914,0.1209,0.0549,4352
3,00:00:00,1226,0.4347,-6,0.3100,0.1362,0.0693,0.0351,1226
3,01:00:00,393,-0.7328,-6,0.3028,0.1323,0.0712,0.0407,393
3,02:00:00,112,-2.6607,-6,0.3750,0.0893,0.0536,0.0179,112
3,03:00:00,74,11.3919,-5,0.4054,0.2568,0.1757,0.1081,74
3,04:00:00,127,9.2047,-7,0.2992,0.0866,0.0709,0.0551,127
3,05:00:00,7188,0.4385,-5,0.3108,0.0929,0.0441,0.0214,7188
3,06:00:00,75973,-0.0120,-4,0.3268,0.0975,0.0440,0.0201,75973
3,07:00:00,71021,0.7156,-4,0.3440,0.1196,0.0578,0.0253,71021
3,08:00:00,68701,2.2904,-3,0.3799,0.1466,0.0732,0.0298,68701
3,09:00:00,65763,2.4789,-3,0.3839,0.1547,0.0810,0.0315,65763
3,10:00:00,64459,4.0813,-3,0.4037,0.1706,0.0937,0.0402,64459
3,11:00:00,66262,5.3374,-2,0.4227,0.1876,0.1045,0.0451,66262
3,12:00:00,61816,6.6100,-2,0.4316,0.2003,0.1149,0.0525,61816
3,13:00:00,66212,8.7306,-1,0.4582,0.2230,0.1312,0.0633,66212
3,14:00:00,61193,10.7462,0,0.4802,0.2426,0.1494,0.0754,61193
3,15:00:00,60033,11.9009,1,0.5005,0.2601,0.1615,0.0790,60033
3,16:00:00,64553,13.3864,1,0.5069,0.2759,0.1745,0.0903,64553
3,17:00:00,65408,15.0560,2,0.5270,0.2977,0.1936,0.1002,65408
3,18:00:00,59887,16.5248,2,0.5399,0.3179,0.2098,0.1089,59887
3,19:00:00,57384,16.1136,2,0.5378,0.3139,0.2063,0.1081,57384
3,20:00:00,40140,16.9431,3,0.5522,0.3290,0.2140,0.1123,40140
3,21:00:00,36818,15.1870,2,0.5385,0.3097,0.1986,0.0983,36818
3,22:00:00,12328,9.2541,-1,0.4701,0.2448,0.1493,0.0735,12328
3,23:00:00,4878,9.1820,0,0.4762,0.2585,0.1585,0.0724,4878
4,00:00:00,1281,2.7151,-4,0.3786,0.1686,0.0898,0.0429,1281
4,01:00:00,398,0.2638,-6,0.3643,0.1608,0.0754,0.0352,398
4,02:00:00,117,3.7350,-4,0.4274,0.1368,0.0684,0.0513,117
4,03:00:00,80,4.5125,-4,0.3250,0.1875,0.1250,0.0500,80
4,04:00:00,131,1.3664,-4,0.3435,0.0840,0.0458,0.0382,131
4,05:00:00,7178,2.0453,-4,0.3419,0.1102,0.0524,0.0249,7178
4,06:00:00,75561,1.3058,-4,0.3493,0.1150,0.0561,0.0246,75561
4,07:00:00,70858,2.4664,-4,0.3688,0.1401,0.0734,0.0327,70858
4,08:00:00,68549,4.4004,-3,0.4072,0.1721,0.0932,0.0410,68549
4,09:00:00,65307,5.7094,-2,0.4248,0.1903,0.1094,0.0490,65307
4,10:00:00,64046,7.3601,-1,0.4443,0.2072,0.1231,0.0573,64046
4,11:00:00,65777,8.5848,-1,0.4651,0.2227,0.1320,0.0623,65777
4,12:00:00,61609,10.5523,0,0.4796,0.2399,0.1477,0.0749,61609
4,13:00:00,65803,12.7192,1,0.5036,0.2657,0.1677,0.0864,65803
4,14:00:00,61060,14.4307,1,0.5188,0.2828,0.1821,0.0950,61060
4,15:00:00,59709,15.0947,2,0.5301,0.2948,0.1904,0.0993,59709
4,16:00:00,64442,16.3019,2,0.5335,0.3059,0.2025,0.1085,64442
4,17:00:00,65269,17.3915,3,0.5440,0.3206,0.2169,0.1171,65269
4,18:00:00,59693,18.1235,3,0.5469,0.3335,0.2279,0.1223,59693
4,19:00:00,57429,17.8516,3,0.5465,0.3311,0.2250,0.1227,57429
4,20:00:00,40052,18.6033,4,0.5662,0.3488,0.2370,0.1250,40052
4,21:00:00,36917,15.6521,3,0.5543,0.3193,0.2071,0.1016,36917
4,22:00:00,12585,9.8230,0,0.4811,0.2530,0.1542,0.0758,12585
4,23:00:00,4986,7.7788,-1,0.4531,0.2437,0.1430,0.0656,4986
5,00:00:00,1354,1.7607,-5,0.3708,0.1573,0.0849,0.0391,1354
5,01:00:00,397,2.3501,-4,0.3728,0.1511,0.0705,0.0353,397
5,02:00:00,118,-2.1271,-7,0.3729,0.1441,0.0593,0.0169,118
5,03:00:00,81,11.4568,-4,0.3827,0.2469,0.1975,0.0988,81
5,04:00:00,134,1.0373,-3,0.3657,0.1119,0.0746,0.0373,134
5,05:00:00,6175,1.5835,-3,0.3553,0.1090,0.0538,0.0230,6175
5,06:00:00,59913,0.8412,-5,0.3334,0.1145,0.0566,0.0261,59913
5,07:00:00,61102,0.8221,-5,0.3313,0.1240,0.0642,0.0289,61102
5,08:00:00,64722,2.3151,-4,0.3656,0.1500,0.0790,0.0348,64722
5,09:00:00,60284,3.2442,-4,0.3830,0.1645,0.0907,0.0401,60284
5,10:00:00,57540,4.4830,-3,0.3974,0.1737,0.0998,0.0453,57540
5,11:00:00,59184,6.0065,-2,0.4182,0.1945,0.1121,0.0506,59184
5,12:00:00,58039,6.8652,-2,0.4210,0.2009,0.1200,0.0574,58039
5,13:00:00,58618,7.6612,-2,0.4269,0.2124,0.1288,0.0641,58618
5,14:00:00,55004,8.4691,-2,0.4305,0.2225,0.1379,0.0678,55004
5,15:00:00,49629,8.4071,-3,0.4257,0.2251,0.1429,0.0712,49629
5,16:00:00,54364,8.0725,-3,0.4108,0.2255,0.1448,0.0729,54364
5,17:00:00,51243,9.1732,-3,0.4238,0.2370,0.1570,0.0831,51243
5,18:00:00,45078,8.9295,-3,0.4229,0.2393,0.1600,0.0823,45078
5,19:00:00,39240,8.7627,-3,0.4214,0.2364,0.1528,0.0793,39240
5,20:00:00,24091,8.4441,-4,0.4075,0.2324,0.1571,0.0831,24091
5,21:00:00,21473,7.4221,-2,0.4340,0.2218,0.1352,0.0644,21473
5,22:00:00,9803,3.9159,-5,0.3665,0.1728,0.1082,0.0549,9803
5,23:00:00,4059,3.0660,-5,0.3659,0.1752,0.1025,0.0530,4059
6,00:00:00,1206,-1.9370,-7,0.3043,0.1161,0.0605,0.0199,1206
6,01:00:00,393,0.9008,-5,0.3384,0.1221,0.0865,0.0356,393
6,02:00:00,111,-1.7207,-5,0.3063,0.1622,0.0721,0.0180,111
6,03:00:00,70,2.5286,-8,0.2429,0.1286,0.0857,0.0857,70
6,04:00:00,123,1.3008,-4,0.3577,0.1626,0.1138,0.0488,123
6,05:00:00,5130,1.4735,-5,0.3275,0.1027,0.0528,0.0273,5130
6,06:00:00,53506,-0.5671,-6,0.2969,0.0975,0.0496,0.0232,53506
6,07:00:00,56383,-0.6422,-6,0.3052,0.1103,0.0568,0.0249,56383
6,08:00:00,63918,0.7157,-5,0.3306,0.1282,0.0667,0.0303,63918
6,09:00:00,61486,1.8757,-4,0.3536,0.1446,0.0808,0.0369,61486
6,10:00:00,62345,4.0834,-3,0.3839,0.1641,0.0941,0.0458,62345
6,11:00:00,64233,6.3803,-2,0.4134,0.1841,0.1092,0.0545,64233
6,12:00:00,60938,8.3174,-2,0.4297,0.2054,0.1247,0.0641,60938
6,13:00:00,64879,10.5807,-1,0.4558,0.2290,0.1426,0.0765,64879
6,14:00:00,60534,12.2124,-1,0.4699,0.2466,0.1595,0.0859,60534
6,15:00:00,59145,13.2708,0,0.4846,0.2624,0.1706,0.0929,59145
6,16:00:00,64372,14.8451,0,0.4988,0.2782,0.1859,0.1036,64372
6,17:00:00,64831,16.5973,1,0.5144,0.2998,0.2030,0.1162,64831
6,18:00:00,59914,17.5342,2,0.5278,0.3104,0.2131,0.1209,59914
6,19:00:00,57727,17.2909,2,0.5326,0.3152,0.2154,0.1196,57727
6,20:00:00,40356,18.4670,3,0.5542,0.3336,0.2276,0.1232,40356
6,21:00:00,37088,15.8742,3,0.5488,0.3147,0.2031,0.1061,37088
6,22:00:00,12396,10.7029,-1,0.4688,0.2443,0.1592,0.0818,12396
6,23:00:00,5004,9.8391,-1,0.4694,0.2468,0.1537,0.0825,5004
