weekday,time_bin,total_flights,avg_arr_delay,med_arr_delay,perc_above_0,perc_above_15,perc_above_30,perc_above_60
3,01:00:00,558,-3.6720,-9,0.2796,0.0860,0.0430,0.0233,558
3,02:00:00,125,-1.8000,-8,0.3120,0.1280,0.0800,0.0400,125
3,03:00:00,89,14.9213,1,0.5169,0.2921,0.2022,0.1124,89
3,04:00:00,75,3.7867,-6,0.2800,0.1067,0.0933,0.0533,75
3,05:00:00,11846,-2.5336,-8,0.2360,0.0734,0.0425,0.0232,11846
3,06:00:00,66082,-1.1616,-7,0.2763,0.0910,0.0487,0.0253,66082
3,07:00:00,64613,-0.0084,-6,0.3100,0.1147,0.0624,0.0296,64613
3,08:00:00,64581,2.0235,-5,0.3477,0.1413,0.0791,0.0368,64581
3,09:00:00,54823,3.4181,-4,0.3652,0.1575,0.0908,0.0435,54823
3,10:00:00,60687,4.5099,-3,0.3887,0.1716,0.1006,0.0490,60687
3,11:00:00,59914,5.8025,-3,0.4061,0.1875,0.1100,0.0530,59914
3,12:00:00,57562,7.1367,-2,0.4260,0.2031,0.1211,0.0600,57562
3,13:00:00,59755,8.6661,-2,0.4498,0.2239,0.1350,0.0650,59755
3,14:00:00,54797,10.9605,0,0.4780,0.2493,0.1546,0.0773,54797
3,15:00:00,56991,11.7044,0,0.4895,0.2608,0.1625,0.0811,56991
3,16:00:00,55689,12.6850,0,0.4997,0.2717,0.1721,0.0884,55689
3,17:00:00,63981,13.9656,1,0.5053,0.2881,0.1864,0.0982,63981
3,18:00:00,52671,16.1090,2,0.5365,0.3140,0.2071,0.1097,52671
3,19:00:00,53710,14.8105,1,0.5107,0.3044,0.2035,0.1057,53710
3,20:00:00,39037,15.8159,2,0.5318,0.3180,0.2120,0.1084,39037
3,21:00:00,28642,13.2476,1,0.5034,0.2947,0.1939,0.0958,28642
3,22:00:00,14624,7.1188,-2,0.4252,0.2203,0.1380,0.0691,14624
3,23:00:00,4781,4.4208,-4,0.3980,0.1981,0.1209,0.0617,4781
4,00:00:00,1407,1.0050,-6,0.3369,0.1478,0.0796,0.0398,1407
4,01:00:00,582,-2.9296,-9,0.2852,0.1117,0.0464,0.0223,582
4,02:00:00,132,1.7576,-5,0.3561,0.1667,0.1136,0.0530,132
4,03:00:00,104,19.5000,5,0.5769,0.3558,0.2500,0.1058,104
4,04:00:00,77,-0.8442,-6,0.2857,0.1299,0.0779,0.0390,77
4,05:00:00,11781,-2.5333,-7,0.2453,0.0792,0.0400,0.0209,11781
4,06:00:00,65374,-1.2650,-6,0.2808,0.0908,0.0473,0.0234,65374
4,07:00:00,64265,-0.1000,-6,0.3088,0.1168,0.0626,0.0291,64265
4,08:00:00,64347,1.7940,-5,0.3447,0.1388,0.0771,0.0374,64347
4,09:00:00,54763,2.8420,-4,0.3634,0.1511,0.0847,0.0397,54763
4,10:00:00,60602,4.2859,-4,0.3854,0.1707,0.0980,0.0484,60602
4,11:00:00,59959,5.1046,-3,0.4045,0.1803,0.1034,0.0498,59959
4,12:00:00,57737,6.5840,-2,0.4243,0.1991,0.1160,0.0559,57737
4,13:00:00,60142,8.4056,-1,0.4512,0.2215,0.1320,0.0640,60142
4,14:00:00,55184,9.9868,-1,0.4736,0.2418,0.1469,0.0719,55184
4,15:00:00,57760,10.8838,0,0.4808,0.2533,0.1575,0.0781,57760
4,16:00:00,56299,11.6263,0,0.4821,0.2643,0.1666,0.0839,56299
4,17:00:00,65565,12.2282,0,0.4840,0.2762,0.1784,0.0911,65565
4,18:00:00,53867,14.4297,1,0.5111,0.2966,0.1953,0.1023,53867
4,19:00:00,55227,13.5562,0,0.4947,0.2906,0.1924,0.1010,55227
4,20:00:00,40170,14.4121,1,0.5131,0.3015,0.1994,0.1066,40170
4,21:00:00,29455,12.6256,0,0.4941,0.2841,0.1860,0.0935,29455
4,22:00:00,14942,6.4127,-4,0.4014,0.2094,0.1364,0.0683,14942
4,23:00:00,4852,2.9724,-4,0.3745,0.1855,0.1094,0.0559,4852
5,00:00:00,1406,-0.5939,-6,0.3243,0.1394,0.0789,0.0284,1406
5,01:00:00,531,-3.3785,-6,0.3239,0.1205,0.0490,0.0169,531
5,02:00:00,141,6.5603,-5,0.3759,0.1773,0.1064,0.0709,141
5,03:00:00,103,13.2621,3,0.5534,0.2621,0.1456,0.0971,103
5,04:00:00,74,9.2162,-6,0.3919,0.2568,0.2027,0.1216,74
5,05:00:00,8936,-2.2547,-7,0.2559,0.0863,0.0455,0.0232,8936
5,06:00:00,50383,-2.2131,-7,0.2657,0.0864,0.0453,0.0225,50383
5,07:00:00,54416,-1.6321,-7,0.2852,0.0993,0.0518,0.0263,54416
5,08:00:00,57188,-0.2969,-6,0.3134,0.1194,0.0652,0.0300,57188
5,09:00:00,49904,1.2669,-5,0.3344,0.1365,0.0765,0.0346,49904
5,10:00:00,54250,1.7975,-5,0.3549,0.1463,0.0789,0.0346,54250
5,11:00:00,52870,2.9749,-4,0.3641,0.1586,0.0898,0.0421,52870
5,12:00:00,52038,3.4173,-4,0.3733,0.1665,0.0960,0.0440,52038
5,13:00:00,53400,4.2605,-4,0.3851,0.1796,0.1045,0.0477,53400
5,14:00:00,48421,5.3674,-4,0.3975,0.1927,0.1142,0.0542,48421
5,15:00:00,49526,5.4728,-4,0.3929,0.1967,0.1199,0.0594,49526
5,16:00:00,46704,6.3677,-4,0.3977,0.2087,0.1314,0.0672,46704
5,17:00:00,50098,6.3074,-4,0.4009,0.2153,0.1343,0.0671,50098
5,18:00:00,36643,7.2415,-3,0.4154,0.2290,0.1449,0.0713,36643
5,19:00:00,35702,5.7588,-5,0.3855,0.2139,0.1355,0.0674,35702
5,20:00:00,23761,5.8973,-4,0.3929,0.2163,0.1361,0.0663,23761
5,21:00:00,14891,2.7993,-6,0.3557,0.1790,0.1095,0.0510,14891
5,22:00:00,10437,0.0173,-7,0.3156,0.1474,0.0861,0.0417,10437
5,23:00:00,3935,-0.3311,-6,0.3438,0.1598,0.0864,0.0333,3935
6,00:00:00,1168,-3.3759,-7,0.3082,0.1241,0.0702,0.0188,1168
6,01:00:00,555,-4.9514,-10,0.2613,0.0937,0.0486,0.0162,555
6,02:00:00,132,-5.3258,-10,0.3030,0.1136,0.0682,0.0227,132
6,03:00:00,100,6.5100,-2,0.4500,0.2100,0.1400,0.0800,100
6,04:00:00,78,-1.0641,-5,0.3462,0.1538,0.0641,0.0128,78
6,05:00:00,8358,-1.9848,-8,0.2468,0.0882,0.0477,0.0257,8358
6,06:00:00,46872,-2.8813,-8,0.2450,0.0818,0.0429,0.0231,46872
6,07:00:00,51665,-3.0756,-8,0.2580,0.0911,0.0479,0.0232,51665
6,08:00:00,58390,-1.6615,-7,0.2843,0.1074,0.0563,0.0260,58390
6,09:00:00,51913,-0.3548,-6,0.3075,0.1215,0.0656,0.0307,51913
6,10:00:00,58024,1.0177,-6,0.3301,0.1366,0.0759,0.0347,58024
6,11:00:00,58698,2.6608,-5,0.3586,0.1514,0.0859,0.0406,58698
6,12:00:00,56793,4.5825,-4,0.3829,0.1719,0.1006,0.0479,56793
6,13:00:00,59159,6.0311,-3,0.4064,0.1899,0.1128,0.0552,59159
6,14:00:00,54249,7.7199,-2,0.4311,0.2143,0.1297,0.0632,54249
6,15:00:00,56802,9.5361,-2,0.4416,0.2294,0.1448,0.0749,56802
6,16:00:00,55397,10.6403,-1,0.4607,0.2467,0.1566,0.0802,55397
6,17:00:00,64379,12.0583,-1,0.4698,0.2622,0.1713,0.0917,64379
6,18:00:00,53263,13.6089,1,0.5016,0.2826,0.1857,0.0979,53263
6,19:00:00,54680,13.4255,0,0.4890,0.2839,0.1883,0.0996,54680
6,20:00:00,40028,13.7746,1,0.5043,0.2920,0.1922,0.1019,40028
6,21:00:00,29095,11.9218,0,0.4925,0.2783,0.1809,0.0899,29095
6,22:00:00,14990,6.1905,-3,0.4133,0.2169,0.1357,0.0634,14990
6,23:00:00,4928,3.1116,-5,0.3868,0.1857,0.1108,0.0538,4928
